point_id,cluster,outlier_score,rating,parent_asin,asin,x,y
98777,-1,,5.0,B00WIUIVJM,B00WIUIWNC,-0.0041770376,0.3530119
98778,-1,,5.0,B00A83I8G2,B00A83I8G2,-0.08849371,0.12791051
98779,-1,,5.0,B07FCPCSK8,B07FCPCSK8,0.24381042,0.05972816
98780,-1,,5.0,B000VFR4TE,B000VFR4TE,0.2717144,-0.1770257
98781,-1,,4.0,B086MSYGZW,B086W2HJD1,0.19316188,0.20343775
98782,-1,,5.0,B07KTYJ769,B01MZEEFNX,0.21231657,-0.07916355
98783,-1,,5.0,B07HFWGBST,B07HFWGBST,-0.07469014,-0.051053718
98784,-1,,4.0,B01K8B8YA8,B01DFKC2SO,0.026927505,-0.103857115
98785,-1,,4.0,B0016BQECA,B0016BQECA,-0.20070279,-0.2715906
98786,-1,,4.0,B09HGHFWX6,B003S3DEUY,-0.2083087,0.108378485
98787,-1,,5.0,B002HR8HV8,B002HR8HV8,-0.056197345,-0.23725027
98788,12,0.0,5.0,B09XTTK452,B09XTTK452,0.12038789,-0.040682353
98789,-1,,5.0,B0074EJ7B8,B0074EJ7B8,-0.06393238,0.50104666
98790,-1,,5.0,B0083Q04IQ,B0083Q04IQ,0.03484176,0.15585971
98791,-1,,5.0,B005S8NWZ4,B005S8NWZ4,-0.046904534,0.42098215
98792,-1,,4.0,B09NKL4YK5,B09NKL4YK5,0.24676907,-0.12887356
98793,-1,,3.0,B0B2K46HTF,B09TFF9N2Y,-0.2057229,-0.06424547
98794,-1,,1.0,B08VHSMC3D,B09LC7M7CN,0.122334376,-0.22281134
98795,-1,,5.0,B06XRTFG29,B08MZRL5HJ,0.11428457,0.18771349
98796,-1,,1.0,B081Q37NKD,B081Q37NKD,-0.04255592,0.0713457
98797,-1,,1.0,B07H3W1FD8,B07GLY3HCS,0.17020905,-0.08395193
98798,-1,,2.0,B07SGSXF95,B07SD9BSPQ,0.21726838,-0.30628482
98799,-1,,2.0,B09WYMHM18,B07DVFLSFS,0.11485964,0.099935696
98800,-1,,1.0,B0BW2SP971,B01GK1Y10C,0.20056993,-0.1255856
98801,-1,,1.0,B01HKY3C8U,B01HKY3C8U,0.24949509,0.007365864
98802,-1,,1.0,B00BV9TY8I,B00BV9TY8I,0.17628756,0.122816905
98803,-1,,5.0,B0140IQULA,B0140IQULA,0.15995389,0.3034642
98804,-1,,3.0,B00XJHYDCM,B0062W0XD4,-0.15957901,-0.23745456
98805,-1,,3.0,B0049JU15M,B0049JU15M,0.100876346,0.10555601
98806,-1,,4.0,B082Y69K4M,B082Y6PHKR,-0.06501952,0.19657442
98807,-1,,5.0,B07R7LMHDL,B07R7LMHDL,-0.16977677,0.08921094
98808,-1,,5.0,B07G1CW7PG,B07G1CW7PG,-0.10414449,0.14045042
98809,-1,,5.0,B07PHB491R,B07PHB491R,-0.24463364,0.0059963893
98810,-1,,1.0,B07YZGH76T,B07YZGH76T,0.101206094,-0.19094487
98811,-1,,2.0,B07G7H41BP,B07G7H41BP,-0.031839095,-0.18293408
98812,-1,,5.0,B0B8Z8Y2X1,B0B7B54K6Q,0.11597826,0.0056596715
98813,-1,,1.0,B07VT3T74J,B07VT3T74J,0.25024092,-0.046584092
98814,-1,,5.0,B01M3ULMWP,B01J94YIT6,0.10499044,0.12984987
98815,-1,,1.0,B0BHWQ3H17,B00NH13DV2,0.23703727,-0.35617727
98816,-1,,5.0,B00XHYH91O,B004OA6VZA,0.102645874,0.13310789
98817,-1,,5.0,B09YTXPLML,B00004VXNI,0.2980613,-0.2296893
98818,21,0.0,5.0,B00CE8DUYY,B00B7ID9CU,0.2450327,-0.04005125
98819,-1,,5.0,B008F4USMS,B008F4USMS,0.09944965,0.10025465
98820,-1,,5.0,B0C9DP86HZ,B087RKKXM5,0.029599184,0.08736644
98821,-1,,5.0,B086K5Y8XW,B086K5Y8XW,0.018879237,0.072479576
98822,-1,,1.0,B0BBRJP4QZ,B07RW8F34S,0.09934215,0.32281992
98823,-1,,5.0,B091VTJKKX,B06XPX2DBL,0.09632423,0.10319632
98824,-1,,2.0,B07J9L8K4Y,B07J9L8K4Y,0.08832227,0.26128235
98825,9,0.003994676537528447,5.0,B01LXJFMGF,B01LXJFMGF,0.2983626,0.043844204
98826,-1,,5.0,B0BW543RH8,B08F6DWKQP,0.22315758,-0.12511794
98827,-1,,5.0,B08PDXS84V,B08L9BYGGV,-0.017993726,0.2743845
98828,-1,,2.0,B0BTCLFDHM,B089B7LX7N,-0.43403113,-0.120982796
98829,-1,,5.0,B0BJ13Q5JG,B003ZDNZSI,0.15611726,0.058366373
98830,-1,,5.0,B08XPWDSWW,B07J2Z5DBM,-0.25858286,-0.16413128
98831,-1,,5.0,B077M4JT2H,B077M4JT2H,-0.05291421,-0.10744752
98832,-1,,5.0,B07MLNR2YM,B07MLNR2YM,-0.44715354,-0.09561543
98833,-1,,3.0,B09MFJQBYR,B01N3U9SJG,0.066512704,-0.400275
98834,-1,,5.0,B0B1TZ6XS3,B08NT6ZPD3,-0.38563374,-0.22386733
98835,-1,,5.0,B07XXNJ4JB,B07XXNJ4JB,0.06254413,0.2830417
98836,-1,,3.0,B07XQDWPLV,B07XQDWPLV,-0.032042593,0.10229062
98837,-1,,5.0,B00PKTU83U,B00NJ2M33I,0.15283863,-0.10337176
98838,-1,,5.0,B076QVTTV3,B06XT7S2K3,0.120348595,0.19306657
98839,-1,,5.0,B07NYZ3HVP,B015WBVJDI,-0.40833956,0.13048857
98840,-1,,3.0,B09FLR6ZBV,B09FLR6ZBV,0.15389809,0.050179474
98841,-1,,5.0,B096QQPN62,B096QQPN62,0.2651975,-0.0575086
98842,-1,,5.0,B09CPP8XWS,B09CPP8XWS,0.119673565,-0.061416883
98843,12,0.05004726506363784,5.0,B07V4N8GH2,B07V4N8GH2,0.08333509,-0.031825595
98844,12,0.03018308878658522,5.0,B07LG5WBTS,B07K81Z6DF,0.103218086,0.01765988
98845,-1,,5.0,B07B9FB1LF,B07B9FB1LF,0.0072169676,0.18442097
98846,-1,,4.0,B0791T9CV7,B0791T9CV7,0.035000183,0.1387589
98847,-1,,5.0,B06XCY8YPQ,B06XCY8YPQ,0.14417857,0.120280296
98848,-1,,1.0,B01FM21EK0,B01FM21EK0,0.22244099,-0.20033512
98849,-1,,5.0,B01I99720O,B01I99720O,0.19880325,-0.09255037
98850,-1,,5.0,B075JCG29M,B075JCG29M,0.19880322,-0.092550375
98851,-1,,5.0,B01K8B8YA8,B015TJD0Y4,0.19880322,-0.092550375
98852,-1,,5.0,B089NG4CRL,B089NG4CRL,-0.37052733,0.12941252
98853,-1,,5.0,B0BM93SM2P,B0B9RZSX5Y,-0.5479718,-0.17511752
98854,-1,,1.0,B016J1SPEQ,B003EX0BVS,0.1233983,-0.084794804
98855,-1,,5.0,B08PNWVR4C,B08PNWVR4C,-0.002275858,0.3607516
98856,-1,,5.0,B0872TVCY3,B0872V4QSM,0.12627101,0.17158428
98857,-1,,5.0,B086SHTPHT,B086SHTPHT,0.254347,0.073270276
98858,-1,,5.0,B07Y851CJB,B07Y851CJB,-0.24942273,0.083411835
98859,-1,,5.0,B08HLL858Y,B08HLL858Y,-0.14906225,-0.39780983
98860,-1,,1.0,B0BKFX6FWW,B074SJNXJK,0.09196445,-0.13974527
98861,-1,,5.0,B082TMF6RS,B082TMF6RS,0.045361478,0.23570612
98862,-1,,5.0,B0BV2BDGV7,B07R5MKX3K,-0.41511214,0.023398317
98863,-1,,5.0,B01D93Z89W,B01D93Z89W,0.0800955,0.061951965
98864,-1,,5.0,B07MNH1LN6,B07MNH1LN6,0.08726221,-0.0039732754
98865,-1,,5.0,B0BB6Y5N3M,B000J2EN4S,-0.055824555,-0.051335633
98866,-1,,5.0,B07MNZ3XXT,B07MNZ3XXT,0.015776247,0.2413618
98867,-1,,1.0,B06XVWZRG7,B06XVWZRG7,0.13478401,-0.097466186
98868,-1,,5.0,B0C211KFK4,B0000AE67M,0.2651975,-0.05750859
98869,-1,,5.0,B07GW9TJ3G,B07GW9TJ3G,0.14270821,0.0426631
98870,-1,,3.0,B09Y3C34CN,B07PVMRZQH,0.06340349,-0.09805006
98871,-1,,3.0,B06WD843ZM,B06WD843ZM,0.021412048,0.008247208
98872,-1,,4.0,B096FJSWKF,B08H7H9SZC,-0.06785806,-0.061165936
98873,-1,,5.0,B07PWCN4LC,B082V3C83D,-0.17211267,0.13445288
98874,-1,,3.0,B07QCW1J2Q,B07QCW1J2Q,-0.24802715,-0.17729542
98875,-1,,5.0,B0797PPX8D,B0797PPX8D,0.019163312,0.19397235
98876,-1,,5.0,B095VLPT68,B095W1WJZ6,0.03218673,0.35712683
98877,-1,,5.0,B08F42HNXS,B08F42HNXS,-0.548132,0.015267715
98878,-1,,5.0,B09Y8XXHYX,B082KS47P8,-0.017929547,0.20884982
98879,-1,,2.0,B081X7ZF95,B081X7ZF95,-0.4765544,-0.19173917
98880,-1,,5.0,B06XRQV7MV,B06XRQV7MV,0.10207941,0.45073703
98881,-1,,5.0,B07B2WRPG9,B01GHSJBUI,0.20135137,0.30461213
98882,-1,,4.0,B08L9LRDGY,B08L9LRDGY,0.11110229,-0.04549566
98883,17,0.0,5.0,B07TZQ5Q4P,B07TZQ5Q4P,0.37697968,-0.23862031
98884,-1,,4.0,B0B4SWZTZ1,B08T1P9ZHL,0.22870693,0.21317795
98885,-1,,2.0,B07TGTSKSH,B07TGTSKSH,0.08090493,-0.017226882
98886,-1,,4.0,B07P99JPLN,B07P712W5H,0.11863769,-0.0023764223
98887,-1,,5.0,B079ZNSHDN,B003K1RAJK,0.24503273,-0.040051226
98888,21,0.0,5.0,B013SCY6IS,B013SCY6IS,0.2450327,-0.04005125
98889,21,0.0,5.0,B01I5VX3YA,B01I5VX3YA,0.2450327,-0.04005125
98890,-1,,5.0,B09XQQ11HN,B09XQQ11HN,-0.074314125,-0.057530064
98891,-1,,1.0,B09LHLF5C6,B089Q5KBPS,-0.03569702,0.1291421
98892,-1,,1.0,B082DJ1H5R,B082DJ1H5R,0.08802007,-0.33136317
98893,-1,,1.0,B0BNPL25Z9,B07CZHV9VF,0.04523518,-0.2876421
98894,-1,,4.0,B07WRKSZ3D,B07WRKSZ3D,-0.0951625,-0.14830603
98895,-1,,5.0,B076Q5MP77,B076Q5MP77,0.040079586,0.32374698
98896,-1,,3.0,B0145EOFDO,B0145EOFDO,-0.30348027,-0.09422444
98897,-1,,5.0,B0096BIP8I,B0096BIP8I,0.1780873,0.041080873
98898,-1,,5.0,B0791TX5P5,B0791TX5P5,0.23043528,0.008041192
98899,-1,,5.0,B09JZBR7Z8,B07BBPTYYV,0.07761239,-0.019647429
98900,-1,,5.0,B073VJVH1N,B073VJVH1N,0.12449606,0.0007651001
98901,-1,,1.0,B09JWRTHS9,B09JWRTHS9,0.025572533,-0.18203421
98902,6,0.0,5.0,B07XYSV4KJ,B07V3MG815,0.18608591,0.0535478
98903,-1,,4.0,B01C73X4FK,B01C73X4FK,0.15676385,-0.20494899
98904,-1,,3.0,B00XJ2X53A,B00LIAHSN8,0.103398256,0.07718638
98905,-1,,2.0,B07KG7BLFD,B07KG6TR7X,0.13152528,0.059425905
98906,-1,,5.0,B086WZX17Z,B01M7ZV7LL,0.09785819,-0.18097734
98907,-1,,4.0,B071NH514H,B071NH514H,0.018861089,0.3708283
98908,-1,,5.0,B0C6QS154C,B07Q2QDG3Q,-0.24741939,0.17065951
98909,-1,,5.0,B07B8BBH54,B07B8BBH54,-0.09667402,-0.16588977
98910,-1,,4.0,B07RY9HLRK,B01N59M473,0.080076225,-0.14639184
98911,-1,,5.0,B0BHZ1GDVT,B00NH11R3I,0.051424984,-0.12244432
98912,-1,,2.0,B01I9I3FOM,B01I9I3FOM,0.07094232,0.4148536
98913,-1,,5.0,B0BHKW75PD,B00CM9NG1W,0.11431524,0.2513596
98914,-1,,5.0,B01D3NY9D4,B01D90SGVC,0.09886729,0.23205411
98915,-1,,4.0,B0BJPSZ739,B016NY7784,0.14881447,0.1262179
98916,-1,,1.0,B01GY779MY,B01GY779MY,-0.025077738,0.42092475
98917,11,0.0,5.0,B00AJHDZSI,B00AJHDZSI,0.35439396,-0.22150648
98918,-1,,1.0,B01L3VEC08,B01L3VEC08,0.031062659,-0.16508427
98919,-1,,4.0,B000UX21PY,B000UX21PY,0.0014346987,-0.30834922
98920,-1,,5.0,B00E44B18I,B00E44B18I,-0.0020535253,0.44963065
98921,-1,,4.0,B00DBV28TG,B00DBV28TG,0.16290438,-0.12360091
98922,-1,,1.0,B004S59FDQ,B004J6GMLM,0.1433391,-0.03902231
98923,-1,,4.0,B074P4FVG5,B003VUWNGU,0.08418599,-0.0036730934
98924,-1,,3.0,B0087FFTT2,B0087FFTT2,-0.05712685,0.19861808
98925,-1,,5.0,B00499DUAK,B0046RE21G,0.15888119,-0.02957273
98926,-1,,2.0,B0067XXRZO,B000EVSLRO,-0.03729149,0.20153552
98927,-1,,5.0,B004A7L3NC,B004A7L3NC,0.099077106,-0.082289375
98928,-1,,3.0,B002OOWC3S,B002OOWC3S,0.0049759224,0.12263507
98929,-1,,4.0,B007LL49HG,B0002J2A48,-0.25099427,-0.00949982
98930,-1,,3.0,B003LVKQ18,B003LVKQ18,0.1177431,0.165635
98931,-1,,5.0,B000GBYVPI,B000GBYVPI,0.12780264,-0.15233503
98932,-1,,2.0,B0BNL5X81N,B08H8MDDYF,-0.36202765,-0.117598966
98933,-1,,5.0,B0863CT1Y4,B0836DZHSZ,0.18227753,0.04707291
98934,-1,,4.0,B08864DJL6,B08864DJL6,-0.07381099,0.46170205
98935,-1,,5.0,B08F1P3BCC,B084J4MZK8,-0.15080664,-0.17022453
98936,-1,,5.0,B07PHQ93TV,B07K1RZWMC,0.107823834,0.078767106
98937,-1,,5.0,B075JZNHTD,B01N32NCPM,0.15034902,0.13748443
98938,-1,,5.0,B09G9STJF6,B01N8WV4EQ,0.068116374,-0.12490998
98939,-1,,5.0,B003CJ6IMA,B003CJ6IMA,0.20083606,-0.20208973
98940,-1,,5.0,B00XIL0U9O,B007UNULT0,-0.2641607,-0.027311387
98941,-1,,5.0,B003E7ES4U,B003E7ES4U,0.2308929,-0.018339314
98942,-1,,5.0,B08Z3HGG2J,B08XX7MTKL,-0.28962606,0.06891072
98943,-1,,5.0,B0BHSJKKRN,B0BHSJKKRN,-0.14413726,0.1333241
98944,-1,,1.0,B083ZJYDRV,B07GQNRQ86,0.12166015,0.38201267
98945,-1,,5.0,B01BCZ0VGY,B01BCZ0VGY,0.007590562,-0.07907404
98946,-1,,1.0,B0080FF8K4,B0080FF8K4,0.06562568,-0.00933811
98947,-1,,5.0,B074XDZ578,B074XDZ578,0.058739156,0.16192089
98948,-1,,5.0,B00VT5QEC8,B00VT5QEC8,0.15933007,-0.15513843
98949,-1,,5.0,B07H3PGBYB,B07H3PGBYB,0.26991028,-0.16509315
98950,-1,,5.0,B07DW7XPHB,B07DW7XPHB,0.013041213,-0.15790309
98951,-1,,5.0,B07FMX3JH1,B07FMX3JH1,-0.021930166,-0.057522066
98952,-1,,5.0,B07HC1KBT8,B07HC1KBT8,0.19187286,-0.23046371
98953,-1,,5.0,B07FM58K2W,B07FM58K2W,0.14498189,-0.22199012
98954,-1,,1.0,B005OK8OYA,B005OK8OYA,0.11641738,-0.01007347
98955,-1,,5.0,B09KN7YTGG,B09KN7YTGG,-0.07547174,0.0540061
98956,-1,,5.0,B07BDMSFBC,B07BDMSFBC,-0.18249893,0.29293743
98957,-1,,2.0,B09TFS9298,B09TFS9298,0.16153911,-0.14044827
98958,9,0.0,5.0,B0BMXP1S36,B085DL3KMR,0.2983625,0.0438443
98959,-1,,5.0,B0BRNTHSLP,B07PV7YMSL,-0.4273604,0.07923202
98960,-1,,5.0,B07MFSD8ZW,B0881LPS6R,0.2016592,0.13583666
98961,-1,,3.0,B08P8MHW95,B08P8MHW95,0.014894856,0.1364896
98962,-1,,5.0,B08XPWDSWW,B07J2Z5DBM,-0.15187082,0.075527914
98963,-1,,5.0,B09GBPVD27,B07FFFLTRK,-0.29960865,-0.056564357
98964,-1,,1.0,B01JZPMEHW,B01JZPMEHW,0.2579381,0.09579763
98965,-1,,5.0,B07F627W3C,B07F627W3C,0.123111494,0.106719315
98966,-1,,5.0,B01M3ULMWP,B01J94YIT6,0.017704468,0.16043419
98967,-1,,5.0,B00N8C43N2,B00N8C43N2,0.07855582,0.088033095
98968,-1,,5.0,B08FHRJ526,B07L62HNSG,0.08101502,-0.28808028
98969,-1,,4.0,B07P5GSLP2,B07P5GSLP2,0.09589934,-0.055019133
98970,-1,,5.0,B075QD414H,B075QD414H,-0.016161554,0.15596321
98971,-1,,5.0,B071L3YXGX,B071L3YXGX,0.11628651,0.06441876
98972,-1,,4.0,B0BK4NZFLK,B06XCRKYX4,0.11432886,0.06576084
98973,-1,,5.0,B00LTD2TQU,B00LTD2TQU,0.019717757,0.18040177
98974,-1,,5.0,B00F9EGN6M,B00F9EGN6M,-0.051151574,0.21150386
98975,-1,,5.0,B0BJ6D2FNX,B01L1QCU0E,0.10529971,0.05883372
98976,-1,,2.0,B0083J939O,B0083J939O,0.06732295,0.039874002
98977,-1,,1.0,B075BJJ7G7,B075BJJ7G7,0.020265698,-0.08390415
98978,-1,,2.0,B019E8IMF8,B019E8IMF8,0.026429616,-0.04471784
98979,-1,,4.0,B0899X42QG,B0897F4HGT,0.19952643,0.24624598
98980,-1,,5.0,B0B8TD7CP3,B088S3V3R4,0.11599689,-0.09765042
98981,-1,,5.0,B07GZFM1ZM,B079QHML21,0.030593775,0.04986714
98982,-1,,1.0,B08BY7QBL8,B08KY3Z3LB,-0.260895,0.16646045
98983,-1,,5.0,B07F4P3JH7,B078HNTH41,0.06075422,-0.0033458807
98984,-1,,5.0,B08T5QN1FQ,B08T5QN1FQ,-0.008626949,0.19706166
98985,-1,,5.0,B077V2BF3C,B00SW9JI9A,0.36538678,-0.27096495
98986,-1,,4.0,B07Z3S1F63,B07Z3S1F63,0.16188416,0.31962812
98987,-1,,2.0,B07H4SVXYP,B07H6Z3HS5,-0.10780466,-0.103638485
98988,-1,,4.0,B06XSC2B4Z,B06XSC2B4Z,-0.37533388,-0.19827178
98989,-1,,4.0,B00E6GRHBO,B00E6GRHBO,0.117026,0.15359429
98990,-1,,4.0,B00O9S2VSS,B00O9S2VSS,0.16300732,0.06871173
98991,-1,,1.0,B00XZ2PCA8,B00XZ2PCA8,0.2221936,-0.13619147
98992,-1,,5.0,B08VGBCB37,B08VGBTSZN,-0.10046633,0.30232617
98993,-1,,5.0,B07H7JB7DZ,B07H7JB7DZ,0.09789588,0.11080536
98994,-1,,5.0,B019RIOZRY,B019RIOZRY,-0.032791518,-0.16372979
98995,-1,,5.0,B0757K5V6X,B0757K5V6X,0.23981503,0.12154265
98996,-1,,5.0,B0749T64G8,B00Y4S55IQ,0.13847151,-0.034387283
98997,-1,,5.0,B083HXMXSQ,B083HXMXSQ,0.07662847,0.041848864
98998,-1,,5.0,B07PHQ93TV,B07K1RZWMC,0.26077342,-0.011127111
98999,-1,,5.0,B0BJ16GM7P,B07C2MGWTD,0.2004706,-0.20879537
99000,-1,,1.0,B07SZN2Y12,B07SZN2Y12,0.072147846,0.008130845
99001,-1,,5.0,B07WR8H45X,B07WR8H45X,-0.3131668,0.05046101
99002,-1,,5.0,B07FTD8HS4,B07FTD8HS4,0.23994851,0.016477343
99003,-1,,5.0,B08CLNX58K,B073JY5T7T,0.23829085,-0.0022914764
99004,-1,,5.0,B07XF74PKZ,B07X1TSMBC,0.017014163,0.23081474
99005,-1,,5.0,B07DWK254V,B07DWK254V,0.042641483,0.40093824
99006,-1,,5.0,B01LXCLDRI,B01LXCLDRI,0.04361481,0.14996344
99007,-1,,5.0,B071YJFTV4,B01KZ7GZJC,0.15046594,0.08481605
99008,-1,,5.0,B075X8471B,B00ZV9RDKK,0.29702413,-0.19871715
99009,-1,,5.0,B074SC2BR3,B074SC2BR3,0.08341353,-0.013433568
99010,-1,,5.0,B01ELN4H7S,B01ELN4H7S,0.03007768,0.19780204
99011,-1,,5.0,B06Y63W4SZ,B0154MS9Q0,0.12465828,0.06574428
99012,-1,,5.0,B018KXK652,B018KXK652,0.15318847,0.031968035
99013,-1,,3.0,B008I653SC,B008I653SC,0.10990736,-0.13321893
99014,-1,,5.0,B00ZMXLBJY,B00ZMXLBJY,0.18512967,0.049375802
99015,-1,,5.0,B09XK1CZYZ,B07T89YZWD,0.27804476,-0.1072957
99016,-1,,3.0,B0BJPH24SS,B0B8GN3TXM,0.12322214,0.3164762
99017,-1,,5.0,B01J94SWWU,B01J94SWWU,-0.007305838,0.30042163
99018,-1,,4.0,B08RYSMN3T,B08RYSLNC7,-0.13386348,0.35808298
99019,-1,,5.0,B08HPSGXT9,B08CJFYBBZ,-0.24377349,-0.13600187
99020,-1,,5.0,B0BQRNFHCV,B0756BXDTX,-0.19342387,0.19159889
99021,-1,,5.0,B0B6DPD19Z,B084GTH5LL,0.04361083,-0.211384
99022,-1,,5.0,B008I64TOQ,B008I64TOQ,0.17519754,-0.004206162
99023,-1,,3.0,B09KMV1CWK,B09KMV1CWK,-0.22458956,0.041144155
99024,-1,,4.0,B07HF4BTJ6,B07HF4BTJ6,-0.20494783,0.2582094
99025,-1,,3.0,B07JK24QLV,B07L9NWYYG,-0.076114595,0.24500284
99026,4,0.022500343769218965,5.0,B07H87G3RV,B01B15LDBM,-0.019758888,0.4578485
99027,-1,,5.0,B00IVB6D1U,B00IVB6D1U,-0.20301151,0.019496053
99028,-1,,5.0,B00LPC3W1Q,B00LPC3W1Q,-0.20490324,0.09959169
99029,-1,,5.0,B07S4KJV6W,B01HGI0S6O,0.04309757,0.072618626
99030,-1,,5.0,B07VD3M6M3,B07VD3M6M3,-0.29871038,-0.069658846
99031,-1,,5.0,B004NZMBY6,B004NZMBY6,-0.34299076,-0.084688276
99032,-1,,5.0,B00TB8XZOK,B00TB8XZOK,-0.08725382,-0.17056513
99033,-1,,5.0,B00PR145U8,B00PR145U8,-0.12578315,0.332342
99034,-1,,5.0,B00GV8LU2M,B00GV8LU2M,0.042985603,0.20459446
99035,-1,,5.0,B00RPMZCCC,B00RPMZCCC,0.1515648,0.25768533
99036,-1,,5.0,B00G708A3G,B00G708A3G,0.11925394,0.24870294
99037,-1,,5.0,B00TXPSVTU,B00TXPSVTU,0.054445565,0.46836764
99038,-1,,5.0,B08WL8WKQH,B08WL8WKQH,0.17228037,-0.18857545
99039,-1,,5.0,B00RCGLOZA,B00RCGLOZA,0.03298375,0.10265872
99040,-1,,5.0,B07NPK4PY4,B07978J597,-0.010153167,0.3805152
99041,6,0.0,5.0,B08HM3MLJF,B08HM3MLJF,0.18608594,0.053547844
99042,-1,,3.0,B089KC15CD,B089K8R3D5,0.18324798,-0.10946709
99043,-1,,5.0,B09VB6H1VL,B07L9KMMXX,0.035184376,0.12620074
99044,-1,,5.0,B07H65KP63,B07FZ8S74R,0.19328642,0.12090474
99045,-1,,4.0,B0923NJNX2,B089DPH7LY,-0.020876803,0.023457345
99046,-1,,4.0,B0923NJNX2,B089DQ33QW,-0.05136942,0.077388555
99047,-1,,4.0,B07SL2JRLJ,B07SL2JRLJ,0.3772479,-0.30527088
99048,-1,,3.0,B00QGDJN76,B07MXY3363,0.06259071,-0.07943095
99049,-1,,1.0,B07HMQY3SZ,B07HMQY3SZ,0.09760921,-0.044215184
99050,-1,,1.0,B00L5GDOS8,B00L5GDOS8,0.1659569,-0.3742216
99051,-1,,1.0,B00UBPZ8K6,B00UBPZ8K6,0.24358398,-0.24480851
99052,-1,,1.0,B081NBFLRR,B01MF9R4EF,0.24358398,-0.24480851
99053,-1,,4.0,B0BJP7Q5Y2,B005Q65JHM,-0.005098831,-0.37756777
99054,-1,,2.0,B01LA5B0W0,B00N3RFC4Q,0.22741202,-0.04001431
99055,-1,,5.0,B01HEW2C9I,B01DAWLK76,0.054432508,0.38897362
99056,-1,,3.0,B01CU50FFW,B01CU50FFW,0.05868709,-0.09997515
99057,-1,,4.0,B087RTV311,B087RTV311,0.08166173,0.082457155
99058,-1,,5.0,B08F1P3BCC,B07XJ8C8F5,-0.13246116,0.053736977
99059,-1,,5.0,B09BDXX7VY,B087BJTWM9,-0.021042317,-0.19313858
99060,-1,,5.0,B013O1V23K,B013O1V23K,0.008747362,0.10917634
99061,-1,,4.0,B0BXT863XV,B074P677HT,-0.41110435,-0.06502867
99062,-1,,5.0,B09T3FC5C7,B07JPYQ21V,-0.032543346,-0.10938832
99063,-1,,1.0,B09MY7STVQ,B09C61415S,-0.03219583,-0.04927124
99064,-1,,1.0,B088M42ND2,B088M42ND2,0.052482225,-0.14293915
99065,-1,,5.0,B09CDNM3VW,B0175YDU3M,0.031038893,0.376501
99066,-1,,5.0,B07725JKKY,B07BCP5L2B,0.04668729,0.18556528
99067,-1,,5.0,B00OQVZDJM,B00OQVZDJM,0.0716792,0.3347473
99068,-1,,1.0,B01FFCVBCS,B01FFCVBCS,-0.012881391,-0.07088994
99069,-1,,5.0,B00WMK3D0K,B009SKNXKC,-0.023843214,0.1562953
99070,19,0.0,5.0,B07BVNZ6LV,B004I2LWXA,0.34623152,-0.02786097
99071,-1,,5.0,B078HQVMXF,B000YS86WM,0.21723315,-0.09472211
99072,-1,,5.0,B010BWYDYA,B00TSUGXKE,-0.025604062,0.20861827
99073,-1,,5.0,B008IWGNLW,B008IWGNLW,0.042839885,0.31734547
99074,-1,,5.0,B008VOHBLS,B008VOHBLS,0.1632683,0.007121168
99075,-1,,5.0,B000UX0DRM,B000UX0DRM,0.08511609,0.1406819
99076,-1,,5.0,B092DD5L2V,B00DCKROC2,-0.03957188,0.057500616
99077,-1,,5.0,B0097BEDVU,B0097BEDVU,-0.15878636,0.031739682
99078,-1,,5.0,B00A3QAQ64,B0093W1MGM,-0.03191165,0.5358027
99079,-1,,4.0,B0075VFKCK,B0073HSJC4,0.0425588,0.26128635
99080,-1,,5.0,B0064HU4JA,B0064HU4JA,-0.00529046,0.4027245
99081,-1,,5.0,B007WNSYJM,B007WNSYJM,0.009218566,0.4428418
99082,-1,,5.0,B09N8Y6SZL,B09N8XKWSD,-0.084425725,0.43754175
99083,-1,,3.0,B08H7VJN7F,B08H29QNGZ,-0.07945814,0.36844906
99084,-1,,4.0,B092HSPZJ3,B018E0I01I,0.010702487,-0.08255663
99085,-1,,4.0,B0BMQJYLQV,B00WD017GQ,0.06260954,0.0033166036
99086,-1,,5.0,B088NG762D,B088K7DCRZ,-0.028653137,0.23762903
99087,-1,,5.0,B0C3ZV9NNY,B08GCFHLJ1,0.03921242,-0.008082777
99088,-1,,5.0,B08M6HL59V,B08M6HL59V,0.04177815,-0.08713213
99089,-1,,5.0,B07DC9SBLQ,B07DC9SBLQ,-0.2852085,-0.14969265
99090,-1,,5.0,B07TWLKNGY,B07TWLKNGY,-0.2904201,0.14483467
99091,-1,,5.0,B00GFAN498,B00GFAN498,0.1792242,0.14282554
99092,-1,,5.0,B083YH2WC1,B07KWY1NF9,0.1783053,0.07024224
99093,-1,,5.0,B00A83I8G2,B00A83I8G2,0.10819583,-0.10720408
99094,-1,,5.0,B01K8B8YA8,B01DFKC2SO,0.12493863,0.09936786
99095,-1,,5.0,B00CUOU16W,B00CUOU16W,0.14614081,0.044332035
99096,-1,,5.0,B07D3N93GJ,B07D3N93GJ,0.12787104,0.28957063
99097,-1,,5.0,B07CKVHZ5S,B07CKZXKG4,0.11930385,0.09474636
99098,-1,,5.0,B08B5FZP1N,B08B5FZP1N,-0.024378084,0.17314216
99099,19,,5.0,B0791TX5P5,B0791TX5P5,0.3462314,-0.027860971
99100,-1,,1.0,B0BZ5167PP,B07VR5Y39T,0.02698617,0.07450119
